Year,ID,Player,POS,Rating,Team_Old,Team_New,Conference_Old,Conference_New
2021,86892,Grant Calcaterra, TE ,0.9131,oklahoma,smu,Big 12,American Athletic
2021,46039953,Mookie Cooper, WR ,0.9574,ohio state,missouri,Big Ten,SEC
2021,46035753,Mike Woods, WR ,0.8756,arkansas,oklahoma,SEC,Big 12
2021,46047186,Ja'Lynn Polk, WR ,0.8809,texas tech,washington,Big 12,Pacific-12
2021,81662,Bryan Thompson, WR ,0.8793,utah,arizona state,Pacific-12,Pacific-12
2021,46054362,Tahj Washington, WR ,0.8248,memphis,usc,American Athletic,Pacific-12
2021,24834,Nate Craig-Myers, WR ,0.9767,colorado state,central florida,Mountain West,American Athletic
2021,36789,D.J. Matthews, WR ,0.9763,florida state,indiana,ACC,Big Ten
2021,46081785,Jalin Conyers, TE ,0.9197,oklahoma,arizona state,Big 12,Pacific-12
2021,46052921,Josh Youngblood, WR ,0.8398,kansas state,rutgers,Big 12,Big Ten
2021,46044218,Samori Toure, WR ,0.7667,montana,nebraska,Big Sky,Big Ten
2021,69293,Theo Howard, WR ,0.9533,oklahoma,NULL,Big 12,NULL
2021,64429,K.D. Nixon, WR ,0.8931,colorado,usc,Pacific-12,Pacific-12
2021,46051494,Tre'Von Morgan, WR ,0.8829,michigan state,kentucky,Big Ten,SEC
2021,92243,Amad Anderson, WR ,0.8809,purdue,temple,Big Ten,American Athletic
2021,77841,Jafar Armstrong, WR ,0.8709,notre dame,illinois,FBS Independents,Big Ten
2021,25523,Daniel Imatorbhebhe, TE ,0.8624,illinois,kansas state,Big Ten,Big 12
2021,77089,Jelani Woods, TE ,0.8559,oklahoma state,virginia,Big 12,ACC
2021,93245,Makai Polk, WR ,0.8435,california,mississippi state,Pacific-12,SEC
2021,78689,Jahcour Pearson, WR ,0.8075,western kentucky,ole miss,Conference USA,SEC
2021,46039963,Dylan Wright, WR ,0.9678,texas am,minnesota,SEC,Big Ten
2021,80114,Ty Jones, WR ,0.9079,washington,fresno state,Pacific-12,Mountain West
2021,46040405,Shamar Nash, WR ,0.8904,arkansas,memphis,SEC,American Athletic
2021,84668,Tyrell Shavers, WR ,0.9587,mississippi state,san diego state,SEC,Mountain West
2021,94688,John Dunmore, WR ,0.9469,penn state,florida atlantic,Big Ten,Conference USA
2021,90865,Kam Brown, WR ,0.9182,texas am,ucla,SEC,Pacific-12
2021,46039653,Tevailance Hunt, WR ,0.9064,tcu,arkansas state,Big 12,Sun Belt
2021,92195,Nolan Groulx, WR ,0.8921,wake forest,NULL,ACC,NULL
2021,46053763,Casey Washington, WR ,0.8323,illinois,wake forest,Big Ten,ACC
2021,46038773,Makiya Tongue, WR ,0.9194,georgia,oregon state,SEC,Pacific-12
2021,37169,Trey Blount, WR ,0.8919,georgia,old dominion,SEC,Conference USA
2021,91990,Ahmarean Brown, WR ,0.8709,georgia tech,south carolina,ACC,SEC
2021,75946,Andrew Parchment, WR ,0.8466,kansas,florida state,Big 12,ACC
2021,87554,Marquis Spiker, WR ,0.9703,washington,NULL,Pacific-12,NULL
2021,46040514,Jameson Williams, WR ,0.9621,ohio state,NULL,Big Ten,NULL
2021,89171,Matthew Hill, WR ,0.9562,auburn,south florida,SEC,American Athletic
2021,46052770,Shadrach Banks, WR ,0.9494,texas am,NULL,SEC,NULL
2021,82938,Jeremiah Holloman, WR ,0.9431,florida international,NULL,Conference USA,NULL
2021,79854,Zack Kuntz, TE ,0.9377,penn state,NULL,Big Ten,NULL
2021,89545,Warren Thompson, WR ,0.9361,florida state,NULL,ACC,NULL
2021,49714,Trevon Sidney, WR ,0.9360,illinois,NULL,Big Ten,NULL
2021,83423,Oliver Martin, WR ,0.9251,iowa,nebraska,Big Ten,Big Ten
2021,58951,Dee Anderson, WR ,0.9242,oklahoma state,NULL,Big 12,NULL
2021,46037220,Tommy Bush, WR ,0.9222,georgia,NULL,SEC,NULL
